po_line_id,po_id,order_date,supplier_id,part_id,warehouse_id,quantity_ordered,promised_date,received_date,quantity_received,unit_cost_gbp,order_status
POL008076,PO002692,2026-05-15,S035,P0085,W01,484,2026-05-25,2026-05-22,484,83.61,Complete
POL008077,PO002693,2025-12-01,S013,P0082,W03,14,2025-12-27,2025-12-31,14,484.53,Complete
POL008078,PO002693,2025-04-20,S036,P0019,W05,370,2025-05-15,2025-05-12,370,571.36,Complete
POL008079,PO002693,2026-08-23,S043,P0070,W02,393,2026-09-09,2026-09-13,393,650.23,Open
POL008080,PO002694,2025-02-11,S043,P0066,W03,147,2025-02-28,2025-03-03,147,527.34,Complete
POL008081,PO002694,2026-02-22,S036,P0071,W01,72,2026-03-19,2026-03-26,72,340.95,Complete
POL008082,PO002694,2026-01-29,S036,P0041,W02,283,2026-02-23,2026-02-16,283,182.18,Complete
POL008083,PO002695,2025-12-18,S038,P0081,W05,443,2026-01-08,2026-01-05,437,122.05,Complete
POL008084,PO002695,2025-02-01,S036,P0107,W04,20,2025-02-23,2025-03-01,20,13.28,Complete
POL008085,PO002695,2025-10-23,S007,P0073,W02,426,2025-11-06,2025-11-04,426,11.68,Complete
POL008086,PO002696,2026-06-20,S039,P0105,W05,312,2026-06-26,2026-06-25,312,283.3,Complete
POL008087,PO002696,2025-05-24,S009,P0093,W02,493,2025-06-13,2025-06-17,493,173.73,Complete
POL008088,PO002696,2026-02-19,S027,P0038,W02,135,2026-03-14,2026-03-26,135,642.1,Complete
POL008089,PO002697,2026-05-31,S017,P0089,W03,324,2026-06-15,2026-06-17,324,203.78,Complete
POL008090,PO002697,2026-07-26,S011,P0081,W04,230,2026-08-19,2026-08-20,230,142.57,Complete
POL008091,PO002697,2025-11-06,S014,P0114,W02,319,2025-11-30,2025-11-30,319,528.0,Complete
POL008092,PO002698,2025-07-08,S005,P0041,W02,93,2025-07-22,2025-07-16,93,184.97,Complete
POL008093,PO002698,2026-02-24,S022,P0020,W04,251,2026-03-12,2026-03-11,251,538.31,Complete
POL008094,PO002698,2025-10-19,S021,P0082,W02,493,2025-10-24,2025-10-28,493,512.85,Complete
POL008095,PO002699,2026-01-12,S020,P0076,W01,422,2026-01-23,2026-01-23,422,410.27,Partial
POL008096,PO002699,2026-03-22,S005,P0074,W01,107,2026-04-02,2026-04-06,107,146.49,Complete
POL008097,PO002699,2026-03-03,S030,P0089,W02,34,2026-03-11,2026-03-11,34,213.75,Complete
POL008098,PO002700,2025-05-26,S009,P0062,W01,211,2025-06-15,2025-06-19,211,510.93,Complete
POL008099,PO002700,2026-03-30,S042,P0004,W01,118,2026-04-25,2026-04-23,118,16.59,Complete
POL008100,PO002700,2025-11-22,S002,P0106,W04,131,2025-12-16,2025-12-11,131,532.22,Complete
POL008101,PO002701,2026-07-13,S003,P0034,W03,95,2026-08-06,2026-08-12,95,224.31,Complete
POL008102,PO002701,2026-01-31,S015,P0030,W01,273,2026-02-14,2026-02-09,269,619.73,Complete
POL008103,PO002701,2026-06-20,S020,P0098,W02,51,2026-07-02,2026-06-30,51,78.1,Complete
POL008104,PO002702,2026-08-11,S047,P0096,W04,453,2026-09-04,2026-09-05,453,338.07,Open
POL008105,PO002702,2026-08-20,S026,P0061,W05,20,2026-08-30,2026-08-21,20,75.53,Open
POL008106,PO002702,2026-03-23,S019,P0083,W05,85,2026-04-19,2026-04-17,85,466.28,Complete
POL008107,PO002703,2025-12-25,S041,P0010,W02,283,2026-01-20,2026-01-18,283,348.99,Complete
POL008108,PO002703,2025-03-12,S012,P0034,W05,74,2025-04-04,2025-04-04,74,268.65,Complete
POL008109,PO002703,2025-08-20,S044,P0030,W03,254,2025-09-13,2025-09-13,254,643.41,Complete
POL008110,PO002704,2025-10-13,S020,P0051,W02,41,2025-10-26,2025-10-25,41,355.34,Complete
POL008111,PO002704,2026-04-14,S016,P0043,W03,435,2026-05-12,2026-05-12,435,109.66,Complete
POL008112,PO002704,2025-12-20,S015,P0009,W01,296,2025-12-31,2026-01-09,296,342.32,Complete
POL008113,PO002705,2025-09-21,S001,P0083,W03,155,2025-10-11,2025-10-25,155,498.95,Complete
POL008114,PO002705,2025-03-29,S033,P0072,W03,303,2025-04-24,2025-04-28,303,91.53,Complete
POL008115,PO002705,2026-03-06,S028,P0046,W03,272,2026-03-25,2026-03-25,272,685.8,Complete
POL008116,PO002706,2025-09-17,S031,P0107,W01,411,2025-10-04,2025-09-30,411,15.15,Complete
POL008117,PO002706,2025-01-22,S032,P0044,W01,364,2025-02-10,2025-02-07,364,34.74,Complete
POL008118,PO002706,2025-06-20,S002,P0015,W02,418,2025-07-14,2025-07-14,418,231.51,Complete
POL008119,PO002707,2026-06-12,S043,P0102,W05,432,2026-06-26,2026-07-04,432,414.26,Complete
POL008120,PO002707,2025-03-13,S025,P0016,W03,55,2025-03-27,2025-03-23,55,373.71,Complete
POL008121,PO002707,2025-09-01,S034,P0009,W03,385,2025-09-16,2025-09-19,385,304.54,Complete
POL008122,PO002708,2025-11-04,S002,P0057,W04,455,2025-11-25,2025-11-23,455,500.63,Complete
POL008123,PO002708,2025-02-20,S037,P0070,W03,103,2025-03-12,2025-03-19,103,694.11,Complete
POL008124,PO002708,2025-04-10,S033,P0034,W02,415,2025-05-09,2025-05-08,415,253.91,Complete
POL008125,PO002709,2026-07-19,S018,P0101,W05,307,2026-08-01,2026-07-29,307,694.89,Complete
POL008126,PO002709,2025-12-21,S045,P0034,W02,325,2026-01-18,2026-01-16,304,225.7,Complete
POL008127,PO002709,2025-05-07,S032,P0116,W04,358,2025-05-31,2025-06-11,358,259.61,Complete
POL008128,PO002710,2025-04-12,S044,P0077,W05,176,2025-05-09,2025-05-10,176,78.48,Complete
POL008129,PO002710,2025-09-13,S040,P0023,W04,449,2025-09-27,2025-10-04,449,68.12,Complete
POL008130,PO002710,2026-03-11,S010,P0050,W05,374,2026-03-20,2026-03-23,374,606.89,Complete
POL008131,PO002711,2026-03-15,S048,P0010,W01,222,2026-03-24,2026-03-29,196,320.32,Complete
POL008132,PO002711,2025-04-28,S036,P0102,W04,312,2025-05-22,2025-05-21,312,376.2,Complete
POL008133,PO002711,2026-03-12,S010,P0078,W01,477,2026-03-23,2026-03-24,477,352.0,Complete
POL008134,PO002712,2026-06-22,S039,P0052,W03,179,2026-06-27,2026-06-22,179,218.5,Complete
POL008135,PO002712,2025-05-16,S021,P0082,W01,447,2025-05-24,2025-05-20,447,485.42,Complete
POL008136,PO002712,2025-01-16,S042,P0074,W04,11,2025-02-09,2025-02-09,11,152.39,Complete
POL008137,PO002713,2026-07-30,S009,P0072,W02,397,2026-08-20,2026-08-19,397,101.8,Complete
POL008138,PO002713,2025-11-10,S013,P0048,W01,298,2025-12-06,2025-12-07,298,458.32,Complete
POL008139,PO002713,2026-04-11,S017,P0043,W05,356,2026-04-25,2026-05-01,356,117.7,Complete
POL008140,PO002714,2025-07-12,S022,P0031,W05,290,2025-07-30,2025-08-11,290,158.11,Complete
POL008141,PO002714,2025-06-29,S031,P0095,W01,241,2025-07-17,2025-07-13,241,19.78,Complete
POL008142,PO002714,2025-05-16,S011,P0057,W02,81,2025-06-10,2025-06-13,81,471.51,Complete
POL008143,PO002715,2025-05-11,S034,P0057,W01,125,2025-05-26,2025-05-24,125,519.85,Complete
POL008144,PO002715,2025-10-10,S002,P0087,W04,453,2025-11-02,2025-10-25,453,575.8,Complete
POL008145,PO002715,2025-03-05,S016,P0064,W05,206,2025-04-04,2025-04-18,206,129.5,Complete
POL008146,PO002716,2026-05-21,S032,P0115,W02,83,2026-06-10,2026-06-11,83,377.76,Complete
POL008147,PO002716,2025-11-03,S013,P0029,W03,68,2025-12-02,2025-12-01,68,70.36,Complete
POL008148,PO002716,2026-07-04,S021,P0006,W04,147,2026-07-12,2026-07-18,147,331.84,Complete
POL008149,PO002717,2025-10-29,S030,P0051,W03,367,2025-11-11,2025-11-26,367,333.96,Complete
POL008150,PO002717,2025-07-01,S012,P0064,W04,189,2025-07-23,2025-07-26,189,116.42,Complete
POL008151,PO002717,2025-11-05,S047,P0099,W04,218,2025-12-04,2025-12-19,207,87.07,Complete
POL008152,PO002718,2025-04-03,S041,P0077,W04,343,2025-04-27,2025-04-28,343,88.23,Complete
POL008153,PO002718,2026-05-10,S047,P0113,W04,304,2026-06-05,2026-06-12,304,399.59,Complete
POL008154,PO002718,2026-03-09,S024,P0011,W03,45,2026-03-21,2026-03-18,45,608.89,Complete
POL008155,PO002719,2025-03-30,S017,P0065,W02,198,2025-04-13,2025-04-10,198,378.53,Complete
POL008156,PO002719,2025-12-16,S048,P0100,W04,352,2025-12-26,2025-12-29,352,282.38,Complete
POL008157,PO002719,2025-11-19,S035,P0061,W01,356,2025-11-29,2025-12-08,356,84.61,Complete
POL008158,PO002720,2025-05-01,S039,P0034,W03,210,2025-05-07,2025-05-06,210,223.37,Complete
POL008159,PO002720,2025-03-15,S009,P0093,W01,111,2025-03-31,2025-04-06,111,176.15,Complete
POL008160,PO002720,2026-04-02,S042,P0105,W04,95,2026-04-24,2026-04-27,93,318.12,Complete
POL008161,PO002721,2025-06-08,S026,P0032,W04,49,2025-06-18,2025-06-18,49,26.1,Complete
POL008162,PO002721,2025-11-08,S038,P0067,W03,60,2025-11-28,2025-12-03,60,144.83,Complete
POL008163,PO002721,2025-05-29,S040,P0097,W02,485,2025-06-10,2025-06-07,485,400.49,Complete
POL008164,PO002722,2026-01-28,S006,P0019,W03,209,2026-02-13,2026-02-28,209,510.86,Complete
POL008165,PO002722,2025-01-30,S005,P0002,W04,163,2025-02-12,2025-02-12,154,210.96,Complete
POL008166,PO002722,2025-08-04,S004,P0089,W04,225,2025-08-15,2025-08-20,225,208.67,Complete
POL008167,PO002723,2025-11-25,S031,P0091,W05,261,2025-12-16,2025-12-19,261,422.26,Complete
POL008168,PO002723,2025-09-21,S044,P0019,W01,72,2025-10-14,2025-10-16,72,523.97,Complete
POL008169,PO002723,2026-01-03,S002,P0072,W01,452,2026-01-24,2026-01-07,452,90.13,Complete
POL008170,PO002724,2025-04-19,S007,P0087,W04,243,2025-05-06,2025-05-04,243,561.18,Complete
POL008171,PO002724,2025-09-23,S024,P0116,W01,283,2025-10-05,2025-10-01,283,260.49,Complete
POL008172,PO002724,2026-03-30,S019,P0097,W01,253,2026-04-24,2026-04-29,253,412.72,Complete
POL008173,PO002725,2025-07-20,S005,P0027,W02,469,2025-08-02,2025-08-02,469,498.03,Complete
POL008174,PO002725,2025-04-05,S030,P0070,W04,490,2025-04-17,2025-04-09,490,594.01,Partial
POL008175,PO002725,2026-05-24,S044,P0088,W01,67,2026-06-17,2026-06-22,67,258.17,Complete
POL008176,PO002726,2026-04-12,S011,P0033,W02,358,2026-05-05,2026-05-06,358,404.63,Complete
POL008177,PO002726,2026-02-13,S001,P0020,W01,85,2026-03-09,2026-03-10,85,615.53,Complete
POL008178,PO002726,2026-04-24,S011,P0053,W05,11,2026-05-14,2026-05-18,11,562.58,Complete
POL008179,PO002727,2026-04-13,S009,P0087,W04,278,2026-04-29,2026-05-02,278,564.43,Partial
POL008180,PO002727,2026-03-24,S023,P0064,W01,241,2026-04-15,2026-04-28,241,118.7,Complete
POL008181,PO002727,2025-11-02,S006,P0073,W02,248,2025-11-19,2025-11-26,248,11.13,Complete
POL008182,PO002728,2025-01-12,S018,P0080,W03,15,2025-01-26,2025-01-28,15,419.8,Complete
POL008183,PO002728,2025-12-25,S006,P0115,W03,323,2026-01-08,2026-01-11,323,432.73,Partial
POL008184,PO002728,2025-06-13,S033,P0077,W01,258,2025-07-12,2025-07-12,258,84.14,Partial
POL008185,PO002729,2026-04-09,S023,P0017,W03,33,2026-05-01,2026-04-30,33,281.37,Complete
POL008186,PO002729,2025-10-09,S004,P0049,W05,172,2025-10-16,2025-10-22,172,596.07,Complete
POL008187,PO002729,2026-06-28,S003,P0021,W02,71,2026-07-24,2026-08-03,71,102.1,Complete
POL008188,PO002730,2025-12-24,S024,P0091,W01,452,2026-01-01,2026-01-02,452,446.71,Complete
POL008189,PO002730,2025-11-27,S029,P0120,W02,372,2025-12-09,2025-12-13,372,605.42,Partial
POL008190,PO002730,2026-07-06,S009,P0093,W03,249,2026-07-23,2026-07-20,249,198.79,Complete
POL008191,PO002731,2025-10-13,S016,P0030,W02,48,2025-11-10,2025-11-15,48,559.59,Complete
POL008192,PO002731,2025-08-14,S030,P0084,W01,425,2025-08-24,2025-08-20,425,515.42,Complete
POL008193,PO002731,2025-08-11,S023,P0003,W01,180,2025-09-03,2025-09-06,180,370.38,Complete
POL008194,PO002732,2026-06-10,S006,P0033,W04,294,2026-06-24,2026-07-06,294,395.82,Complete
POL008195,PO002732,2026-03-30,S019,P0037,W01,361,2026-04-27,2026-05-06,361,204.09,Complete
POL008196,PO002732,2025-04-09,S010,P0057,W02,201,2025-04-18,2025-04-08,201,502.02,Complete
POL008197,PO002733,2025-10-23,S045,P0039,W04,486,2025-11-18,2025-11-28,480,186.51,Complete
POL008198,PO002733,2025-08-11,S039,P0052,W03,118,2025-08-16,2025-08-24,118,190.85,Complete
POL008199,PO002733,2026-01-24,S015,P0002,W01,174,2026-02-08,2026-02-12,174,244.37,Complete
POL008200,PO002734,2025-02-01,S012,P0099,W01,95,2025-02-24,2025-02-24,95,99.25,Complete
POL008201,PO002734,2026-03-05,S007,P0048,W03,175,2026-03-21,2026-03-28,156,538.25,Complete
POL008202,PO002734,2026-03-22,S036,P0097,W02,398,2026-04-16,2026-04-28,370,427.25,Complete
POL008203,PO002735,2025-05-16,S045,P0007,W05,238,2025-06-10,2025-06-10,238,487.74,Complete
POL008204,PO002735,2025-04-01,S014,P0104,W01,442,2025-04-25,2025-05-05,442,499.33,Complete
POL008205,PO002735,2026-01-12,S031,P0076,W01,445,2026-02-02,2026-02-09,445,440.34,Complete
POL008206,PO002736,2025-06-04,S012,P0028,W03,165,2025-06-26,2025-07-04,165,493.26,Complete
POL008207,PO002736,2026-07-19,S045,P0091,W05,398,2026-08-11,2026-08-17,398,432.39,Complete
POL008208,PO002736,2026-04-11,S015,P0090,W01,249,2026-04-27,2026-04-29,249,307.7,Complete
POL008209,PO002737,2026-07-28,S005,P0088,W05,214,2026-08-11,2026-08-06,214,290.53,Complete
POL008210,PO002737,2025-11-17,S043,P0105,W05,147,2025-12-05,2025-12-04,138,285.95,Complete
POL008211,PO002737,2026-07-18,S046,P0115,W03,37,2026-08-03,2026-08-08,37,419.67,Complete
POL008212,PO002738,2025-01-09,S020,P0020,W03,230,2025-01-23,2025-01-23,230,602.3,Complete
POL008213,PO002738,2025-06-23,S044,P0034,W05,335,2025-07-16,2025-07-07,335,250.22,Complete
POL008214,PO002738,2025-01-02,S012,P0005,W04,435,2025-01-24,2025-01-22,435,649.76,Complete
POL008215,PO002739,2026-02-11,S014,P0008,W03,208,2026-03-04,2026-03-09,208,61.72,Complete
POL008216,PO002739,2025-11-03,S026,P0013,W02,73,2025-11-11,2025-11-14,73,326.09,Complete
POL008217,PO002739,2025-06-22,S029,P0084,W05,237,2025-07-05,2025-07-11,237,468.57,Complete
POL008218,PO002740,2025-07-02,S019,P0073,W02,149,2025-07-31,2025-08-03,149,11.22,Complete
POL008219,PO002740,2026-01-22,S039,P0005,W02,459,2026-01-30,2026-01-23,459,676.53,Partial
POL008220,PO002740,2025-04-19,S038,P0051,W05,349,2025-05-12,2025-05-11,349,343.74,Complete
POL008221,PO002741,2025-11-05,S006,P0014,W03,453,2025-11-21,2025-11-17,453,186.06,Complete
POL008222,PO002741,2026-01-04,S048,P0024,W04,158,2026-01-14,2026-01-15,158,435.67,Complete
POL008223,PO002741,2025-05-24,S008,P0007,W05,225,2025-05-28,2025-06-03,225,543.77,Complete
POL008224,PO002742,2025-05-18,S026,P0064,W04,45,2025-05-25,2025-05-27,45,119.15,Complete
POL008225,PO002742,2025-08-01,S021,P0010,W01,71,2025-08-05,2025-08-07,71,326.2,Complete
POL008226,PO002742,2025-12-22,S022,P0095,W04,190,2026-01-09,2026-01-19,190,20.57,Complete
POL008227,PO002743,2025-06-02,S007,P0112,W03,201,2025-06-16,2025-06-13,201,352.74,Complete
POL008228,PO002743,2025-08-16,S017,P0103,W01,339,2025-08-30,2025-09-07,339,585.38,Complete
POL008229,PO002743,2025-11-23,S002,P0099,W01,111,2025-12-19,2025-12-19,111,95.82,Complete
POL008230,PO002744,2025-04-23,S047,P0091,W05,492,2025-05-21,2025-06-05,492,397.9,Complete
POL008231,PO002744,2025-12-08,S007,P0110,W01,391,2025-12-27,2025-12-30,391,505.89,Complete
POL008232,PO002744,2025-03-24,S024,P0107,W03,446,2025-04-05,2025-03-21,446,14.62,Complete
POL008233,PO002745,2025-03-27,S011,P0026,W05,156,2025-04-19,2025-04-19,156,401.22,Complete
POL008234,PO002745,2025-05-23,S009,P0073,W05,283,2025-06-08,2025-06-03,283,11.65,Complete
POL008235,PO002745,2025-06-21,S019,P0037,W05,261,2025-07-16,2025-07-29,254,216.12,Complete
POL008236,PO002746,2025-01-18,S047,P0101,W04,389,2025-02-14,2025-02-12,389,606.34,Complete
POL008237,PO002746,2026-07-31,S023,P0002,W03,424,2026-08-23,2026-08-31,424,218.83,Complete
POL008238,PO002746,2025-07-04,S047,P0051,W02,287,2025-08-02,2025-08-09,287,356.66,Partial
POL008239,PO002747,2026-04-28,S040,P0046,W05,487,2026-05-10,2026-05-05,487,719.14,Complete
POL008240,PO002747,2026-06-26,S021,P0103,W03,249,2026-07-03,2026-06-26,249,595.39,Complete
POL008241,PO002747,2026-04-26,S044,P0036,W02,140,2026-05-18,2026-05-25,140,505.62,Complete
POL008242,PO002748,2026-05-14,S017,P0108,W05,89,2026-05-26,2026-05-26,89,81.72,Complete
POL008243,PO002748,2025-03-02,S025,P0060,W02,191,2025-03-20,2025-03-22,191,172.31,Complete
POL008244,PO002748,2025-08-12,S033,P0083,W01,149,2025-09-10,2025-09-12,149,515.66,Complete
POL008245,PO002749,2026-03-24,S029,P0064,W04,104,2026-04-06,2026-03-22,104,110.19,Complete
POL008246,PO002749,2025-12-12,S040,P0052,W03,228,2025-12-23,2025-12-24,228,229.16,Complete
POL008247,PO002749,2025-01-04,S008,P0037,W04,134,2025-01-10,2025-01-18,134,226.07,Complete
POL008248,PO002750,2025-12-07,S024,P0034,W04,492,2025-12-16,2025-12-08,492,237.8,Complete
POL008249,PO002750,2026-04-28,S032,P0077,W04,155,2026-05-18,2026-05-24,155,85.04,Complete
POL008250,PO002750,2026-05-13,S016,P0040,W02,306,2026-06-13,2026-06-13,306,320.69,Complete
POL008251,PO002751,2025-08-19,S042,P0104,W02,377,2025-09-12,2025-09-07,377,525.17,Complete
POL008252,PO002751,2025-05-22,S015,P0016,W02,472,2025-06-07,2025-06-10,472,353.39,Complete
POL008253,PO002751,2025-07-05,S015,P0026,W05,345,2025-07-19,2025-07-20,345,404.6,Complete
POL008254,PO002752,2025-06-27,S016,P0006,W04,133,2025-07-26,2025-08-04,133,350.46,Complete
POL008255,PO002752,2025-07-27,S033,P0104,W02,280,2025-08-26,2025-08-24,280,578.7,Complete
POL008256,PO002752,2025-07-01,S006,P0050,W05,39,2025-07-15,2025-07-24,39,635.32,Complete
POL008257,PO002753,2025-10-02,S007,P0005,W04,138,2025-10-19,2025-10-20,138,589.34,Complete
POL008258,PO002753,2025-01-25,S038,P0006,W03,489,2025-02-15,2025-02-19,489,331.74,Complete
POL008259,PO002753,2025-06-15,S010,P0111,W05,7,2025-06-22,2025-06-22,7,168.15,Complete
POL008260,PO002754,2025-07-08,S006,P0106,W05,168,2025-07-23,2025-07-19,168,483.83,Complete
POL008261,PO002754,2025-04-03,S013,P0034,W03,31,2025-04-29,2025-05-06,31,254.67,Complete
POL008262,PO002754,2026-06-11,S020,P0078,W01,269,2026-06-26,2026-06-27,269,317.41,Complete
POL008263,PO002755,2026-02-10,S002,P0031,W03,376,2026-03-06,2026-03-06,376,160.35,Complete
POL008264,PO002755,2026-07-02,S041,P0102,W02,40,2026-07-27,2026-08-12,40,407.67,Complete
POL008265,PO002755,2025-12-03,S006,P0086,W04,68,2025-12-21,2025-12-31,68,90.42,Complete
POL008266,PO002756,2025-03-07,S020,P0054,W01,430,2025-03-21,2025-03-20,430,438.32,Complete
POL008267,PO002756,2026-06-27,S010,P0112,W03,143,2026-07-04,2026-07-15,143,371.02,Complete
POL008268,PO002756,2025-10-02,S015,P0027,W03,5,2025-10-16,2025-10-13,5,453.53,Complete
POL008269,PO002757,2026-02-15,S003,P0120,W02,53,2026-03-11,2026-03-14,53,591.58,Complete
POL008270,PO002757,2025-08-17,S046,P0035,W04,453,2025-08-30,2025-09-05,453,591.27,Complete
POL008271,PO002757,2025-10-24,S045,P0107,W03,462,2025-11-21,2025-11-04,444,14.96,Complete
POL008272,PO002758,2025-10-21,S007,P0103,W02,86,2025-11-06,2025-11-02,86,664.7,Complete
POL008273,PO002758,2025-06-20,S010,P0068,W05,143,2025-06-28,2025-06-27,143,212.78,Complete
POL008274,PO002758,2025-11-29,S043,P0015,W03,95,2025-12-17,2025-12-20,95,223.77,Complete
POL008275,PO002759,2026-03-17,S020,P0091,W01,248,2026-03-30,2026-03-31,248,476.17,Complete
POL008276,PO002759,2025-01-13,S003,P0084,W04,413,2025-02-08,2025-01-27,413,473.62,Complete
POL008277,PO002759,2025-03-20,S007,P0104,W02,380,2025-04-05,2025-04-04,380,559.78,Complete
POL008278,PO002760,2026-05-21,S020,P0028,W04,196,2026-06-05,2026-05-29,196,529.52,Complete
POL008279,PO002760,2025-12-08,S027,P0029,W04,349,2026-01-01,2025-12-30,349,78.25,Partial
POL008280,PO002760,2026-08-08,S031,P0043,W04,131,2026-08-29,2026-08-29,131,111.21,Open
POL008281,PO002761,2025-12-29,S008,P0045,W05,455,2026-01-03,2026-01-06,455,289.55,Partial
POL008282,PO002761,2026-01-28,S018,P0001,W04,300,2026-02-11,2026-02-10,300,351.03,Complete
POL008283,PO002761,2026-06-24,S013,P0019,W02,458,2026-07-20,2026-07-22,442,594.65,Complete
POL008284,PO002762,2026-02-01,S026,P0058,W05,130,2026-02-10,2026-02-08,130,172.0,Complete
POL008285,PO002762,2025-07-17,S016,P0117,W03,475,2025-08-16,2025-08-19,475,252.22,Complete
POL008286,PO002762,2025-11-13,S010,P0016,W04,146,2025-11-23,2025-11-17,146,325.93,Complete
POL008287,PO002763,2025-05-22,S040,P0029,W02,343,2025-06-06,2025-06-07,343,75.38,Complete
POL008288,PO002763,2025-07-20,S028,P0104,W05,27,2025-08-04,2025-07-30,27,517.68,Complete
POL008289,PO002763,2026-02-13,S023,P0005,W05,119,2026-03-07,2026-03-06,119,646.23,Complete
POL008290,PO002764,2025-03-31,S007,P0012,W05,272,2025-04-19,2025-04-22,272,397.69,Complete
POL008291,PO002764,2026-02-08,S004,P0107,W02,254,2026-02-18,2026-02-14,254,14.64,Partial
POL008292,PO002764,2025-12-17,S039,P0031,W05,69,2025-12-24,2025-12-25,69,140.36,Complete
POL008293,PO002765,2025-07-05,S047,P0037,W04,9,2025-07-31,2025-07-30,0,224.73,Complete
POL008294,PO002765,2025-01-27,S029,P0002,W01,419,2025-02-06,2025-02-19,419,234.41,Complete
POL008295,PO002765,2026-02-27,S002,P0049,W05,126,2026-03-25,2026-03-28,126,560.57,Complete
POL008296,PO002766,2026-05-10,S024,P0120,W03,376,2026-05-18,2026-05-22,360,555.59,Complete
POL008297,PO002766,2026-03-15,S014,P0119,W03,90,2026-04-08,2026-04-15,90,459.54,Complete
POL008298,PO002766,2025-09-10,S003,P0077,W02,146,2025-10-04,2025-09-22,146,90.12,Complete
POL008299,PO002767,2026-01-28,S007,P0082,W05,13,2026-02-16,2026-02-14,13,566.43,Complete
POL008300,PO002767,2025-09-06,S024,P0078,W01,269,2025-09-16,2025-09-08,269,362.48,Complete
POL008301,PO002767,2025-08-03,S021,P0084,W02,260,2025-08-12,2025-08-15,260,489.64,Complete
POL008302,PO002768,2025-07-16,S028,P0063,W03,290,2025-08-02,2025-08-05,290,102.09,Complete
POL008303,PO002768,2025-05-07,S034,P0025,W01,375,2025-05-23,2025-05-25,375,200.06,Complete
POL008304,PO002768,2026-08-05,S013,P0105,W02,334,2026-09-02,2026-09-03,334,304.8,Open
POL008305,PO002769,2026-02-04,S014,P0106,W04,105,2026-03-01,2026-03-07,105,541.87,Complete
POL008306,PO002769,2025-04-15,S033,P0018,W03,212,2025-05-13,2025-05-10,212,17.19,Complete
POL008307,PO002769,2026-06-04,S010,P0012,W05,42,2026-06-15,2026-06-19,42,354.27,Complete
POL008308,PO002770,2025-04-01,S004,P0096,W05,328,2025-04-12,2025-04-24,328,355.38,Partial
POL008309,PO002770,2025-12-23,S041,P0006,W01,201,2026-01-16,2026-01-19,201,302.98,Complete
POL008310,PO002770,2025-04-10,S011,P0097,W02,88,2025-05-01,2025-05-04,88,390.32,Complete
POL008311,PO002771,2025-08-05,S006,P0118,W05,439,2025-08-22,2025-09-03,439,279.38,Complete
POL008312,PO002771,2026-01-31,S036,P0005,W05,238,2026-02-23,2026-02-24,238,598.05,Complete
POL008313,PO002771,2026-08-23,S026,P0096,W01,31,2026-09-02,2026-08-29,31,338.2,Open
POL008314,PO002772,2026-08-19,S008,P0016,W04,51,2026-08-23,2026-08-26,51,326.53,Open
POL008315,PO002772,2026-06-22,S041,P0035,W02,149,2026-07-15,2026-08-03,149,563.42,Complete
POL008316,PO002772,2025-05-22,S012,P0066,W05,470,2025-06-13,2025-06-19,448,615.24,Complete
POL008317,PO002773,2025-02-26,S033,P0082,W03,53,2025-03-25,2025-03-28,53,529.75,Complete
POL008318,PO002773,2026-06-28,S032,P0011,W01,203,2026-07-19,2026-07-10,203,635.27,Complete
POL008319,PO002773,2026-07-08,S040,P0014,W02,201,2026-07-18,2026-07-11,201,184.15,Complete
POL008320,PO002774,2025-06-17,S035,P0034,W05,310,2025-06-28,2025-07-01,310,254.87,Complete
POL008321,PO002774,2025-01-12,S034,P0082,W04,301,2025-01-25,2025-01-25,301,584.58,Complete
POL008322,PO002774,2026-01-24,S003,P0049,W01,247,2026-02-16,2026-02-17,247,603.5,Complete
POL008323,PO002775,2025-02-15,S046,P0034,W05,404,2025-03-04,2025-03-11,404,249.77,Complete
POL008324,PO002775,2025-01-25,S007,P0019,W05,18,2025-02-11,2025-02-06,0,587.7,Complete
POL008325,PO002775,2026-07-17,S013,P0117,W03,199,2026-08-13,2026-08-11,199,255.6,Complete
POL008326,PO002776,2025-10-25,S022,P0085,W01,36,2025-11-10,2025-11-18,36,88.38,Partial
POL008327,PO002776,2025-03-09,S014,P0119,W03,153,2025-03-29,2025-03-24,153,453.71,Partial
POL008328,PO002776,2026-01-28,S029,P0060,W01,135,2026-02-09,2026-02-17,135,152.96,Complete
POL008329,PO002777,2025-08-10,S003,P0099,W02,442,2025-09-03,2025-09-06,442,98.46,Complete
POL008330,PO002777,2025-11-18,S022,P0077,W02,339,2025-12-04,2025-12-05,339,87.37,Complete
POL008331,PO002777,2026-06-24,S017,P0064,W04,123,2026-07-08,2026-07-10,109,124.24,Complete
POL008332,PO002778,2025-05-23,S032,P0057,W04,322,2025-06-14,2025-06-18,322,465.42,Complete
POL008333,PO002778,2026-01-23,S025,P0061,W01,417,2026-02-08,2026-02-13,417,83.88,Complete
POL008334,PO002778,2026-05-13,S037,P0050,W05,98,2026-06-02,2026-05-23,98,628.65,Partial
POL008335,PO002779,2025-09-12,S008,P0077,W04,284,2025-09-21,2025-09-29,284,81.43,Complete
POL008336,PO002779,2026-08-06,S046,P0060,W04,246,2026-08-18,2026-08-21,246,175.26,Open
POL008337,PO002779,2025-09-26,S019,P0117,W04,457,2025-10-23,2025-10-31,457,227.56,Complete
POL008338,PO002780,2025-10-03,S017,P0108,W04,186,2025-10-15,2025-10-19,164,77.05,Complete
